id,Exited_Prediction,Exited_Probability
216509,0,0.06
216510,0,0.2
216511,0,0.35
216512,0,0.04
216513,1,0.64
216514,0,0.02
216515,0,0.03
216516,0,0.05
216517,0,0.12
216518,0,0.08
216519,1,0.61
216520,0,0.04
216521,0,0.24
216522,0,0.32
216523,0,0.18
216524,0,0.27
216525,0,0.1
216526,0,0.03
216527,0,0.35
216528,0,0.0
216529,0,0.08
216530,0,0.23
216531,0,0.49
216532,0,0.33
216533,0,0.04
216534,0,0.04
216535,0,0.31
216536,0,0.29
216537,0,0.02
216538,0,0.23
216539,0,0.16
216540,0,0.13
216541,1,0.58
216542,0,0.22
216543,0,0.4
216544,0,0.37
216545,0,0.13
216546,0,0.21
216547,0,0.15
216548,0,0.36
216549,0,0.32
216550,0,0.2
216551,0,0.44
216552,0,0.09
216553,0,0.01
216554,0,0.13
216555,0,0.17
216556,0,0.12
216557,0,0.04
216558,0,0.36
216559,0,0.32
216560,0,0.07
216561,0,0.25
216562,0,0.15
216563,1,0.64
216564,1,0.78
216565,0,0.11
216566,0,0.29
216567,0,0.22
216568,0,0.11
216569,0,0.25
216570,0,0.17
216571,0,0.3
216572,0,0.04
216573,1,0.64
216574,0,0.41
216575,0,0.09
216576,0,0.16
216577,0,0.07
216578,0,0.17
216579,0,0.28
216580,0,0.23
216581,0,0.03
216582,0,0.32
216583,0,0.01
216584,0,0.19
216585,0,0.44
216586,0,0.24
216587,0,0.03
216588,0,0.18
216589,0,0.27
216590,0,0.0
216591,0,0.44
216592,0,0.2
216593,0,0.01
216594,0,0.2
216595,0,0.07
216596,0,0.23
216597,0,0.01
216598,0,0.29
216599,0,0.38
216600,0,0.32
216601,0,0.09
216602,0,0.22
216603,0,0.13
216604,1,0.63
216605,0,0.16
216606,0,0.07
216607,0,0.41
216608,0,0.02
216609,0,0.26
216610,0,0.39
216611,0,0.19
216612,0,0.09
216613,0,0.19
216614,1,0.67
216615,0,0.01
216616,0,0.28
216617,0,0.09
216618,0,0.01
216619,0,0.05
216620,0,0.22
216621,1,0.6
216622,0,0.21
216623,0,0.0
216624,1,0.61
216625,0,0.32
216626,0,0.29
216627,0,0.25
216628,0,0.27
216629,0,0.09
216630,0,0.12
216631,1,0.57
216632,0,0.12
216633,0,0.19
216634,0,0.22
216635,0,0.41
216636,0,0.25
216637,1,0.57
216638,0,0.09
216639,0,0.42
216640,0,0.23
216641,1,0.81
216642,0,0.18
216643,1,0.67
216644,0,0.39
216645,0,0.12
216646,0,0.24
216647,0,0.05
216648,0,0.14
216649,0,0.31
216650,0,0.22
216651,0,0.34
216652,0,0.03
216653,0,0.21
216654,0,0.44
216655,0,0.26
216656,0,0.13
216657,0,0.02
216658,0,0.05
216659,0,0.21
216660,0,0.05
216661,0,0.01
216662,0,0.2
216663,0,0.06
216664,0,0.02
216665,0,0.0
216666,0,0.37
216667,0,0.5
216668,1,0.81
216669,0,0.04
216670,0,0.37
216671,0,0.02
216672,0,0.19
216673,0,0.09
216674,0,0.06
216675,0,0.0
216676,0,0.32
216677,1,0.77
216678,0,0.26
216679,0,0.16
216680,0,0.19
216681,0,0.02
216682,0,0.37
216683,0,0.2
216684,0,0.0
216685,0,0.31
216686,0,0.22
216687,0,0.14
216688,0,0.02
216689,0,0.28
216690,0,0.27
216691,0,0.03
216692,0,0.35
216693,0,0.36
216694,0,0.03
216695,0,0.19
216696,0,0.15
216697,0,0.49
216698,0,0.07
216699,1,0.87
216700,0,0.24
216701,0,0.36
216702,0,0.08
216703,0,0.37
216704,0,0.18
216705,1,0.53
216706,0,0.05
216707,0,0.03
216708,0,0.23
216709,0,0.26
216710,0,0.23
216711,0,0.41
216712,0,0.06
216713,0,0.15
216714,0,0.15
216715,0,0.5
216716,0,0.17
216717,0,0.07
216718,0,0.42
216719,0,0.0
216720,0,0.01
216721,0,0.29
216722,0,0.27
216723,0,0.07
216724,0,0.35
216725,0,0.04
216726,0,0.11
216727,0,0.27
216728,1,0.58
216729,0,0.13
216730,0,0.08
216731,0,0.43
216732,0,0.03
216733,0,0.28
216734,0,0.49
216735,0,0.01
216736,0,0.1
216737,0,0.25
216738,0,0.16
216739,0,0.31
216740,0,0.29
216741,0,0.03
216742,1,0.65
216743,0,0.28
216744,0,0.32
216745,0,0.07
216746,1,0.73
216747,0,0.14
216748,0,0.1
216749,0,0.12
216750,0,0.0
216751,0,0.37
216752,0,0.03
216753,0,0.02
216754,0,0.21
216755,0,0.09
216756,1,0.71
216757,0,0.04
216758,0,0.12
216759,0,0.16
216760,0,0.2
216761,1,0.65
216762,0,0.23
216763,1,0.58
216764,0,0.16
216765,1,0.74
216766,1,0.71
216767,0,0.1
216768,0,0.11
216769,0,0.02
216770,1,0.7
216771,1,0.76
216772,0,0.1
216773,0,0.16
216774,0,0.06
216775,0,0.37
216776,0,0.36
216777,0,0.02
216778,1,0.53
216779,0,0.1
216780,0,0.07
216781,0,0.16
216782,0,0.19
216783,0,0.23
216784,0,0.12
216785,0,0.16
216786,1,0.72
216787,0,0.28
216788,0,0.4
216789,0,0.11
216790,0,0.06
216791,0,0.27
216792,0,0.04
216793,0,0.42
216794,1,0.58
216795,0,0.4
216796,0,0.19
216797,0,0.4
216798,0,0.48
216799,0,0.1
216800,0,0.19
216801,0,0.24
216802,0,0.11
216803,0,0.02
216804,0,0.1
216805,0,0.08
216806,0,0.04
216807,0,0.18
216808,1,0.66
216809,0,0.26
216810,0,0.04
216811,0,0.1
216812,0,0.02
216813,0,0.22
216814,0,0.34
216815,1,0.73
216816,0,0.03
216817,0,0.01
216818,0,0.28
216819,1,0.64
216820,0,0.04
216821,0,0.19
216822,0,0.39
216823,0,0.03
216824,0,0.41
216825,0,0.22
216826,0,0.03
216827,1,0.81
216828,0,0.31
216829,0,0.15
216830,0,0.28
216831,1,0.52
216832,0,0.08
216833,1,0.51
216834,0,0.25
216835,0,0.28
216836,0,0.47
216837,0,0.26
216838,0,0.13
216839,0,0.23
216840,0,0.4
216841,0,0.44
216842,0,0.15
216843,1,0.56
216844,0,0.09
216845,0,0.05
216846,0,0.03
216847,0,0.43
216848,1,0.81
216849,0,0.16
216850,0,0.08
216851,0,0.09
216852,0,0.0
216853,0,0.29
216854,0,0.07
216855,0,0.14
216856,0,0.28
216857,1,0.65
216858,0,0.44
216859,0,0.23
216860,0,0.39
216861,0,0.25
216862,0,0.03
216863,0,0.13
216864,0,0.47
216865,0,0.21
216866,0,0.1
216867,0,0.33
216868,0,0.25
216869,0,0.18
216870,0,0.2
216871,0,0.04
216872,0,0.11
216873,0,0.29
216874,0,0.23
216875,0,0.12
216876,0,0.02
216877,0,0.38
216878,0,0.03
216879,0,0.01
216880,0,0.18
216881,0,0.07
216882,0,0.11
216883,1,0.63
216884,0,0.19
216885,0,0.02
216886,0,0.35
216887,1,0.54
216888,0,0.03
216889,0,0.25
216890,0,0.1
216891,0,0.09
216892,0,0.18
216893,1,0.54
216894,0,0.01
216895,0,0.24
216896,0,0.18
216897,0,0.19
216898,0,0.39
216899,0,0.41
216900,0,0.27
216901,0,0.41
216902,0,0.05
216903,0,0.27
216904,0,0.15
216905,0,0.24
216906,1,0.71
216907,0,0.31
216908,0,0.44
216909,0,0.15
216910,0,0.21
216911,0,0.28
216912,0,0.04
216913,0,0.07
216914,0,0.4
216915,0,0.11
216916,0,0.2
216917,0,0.0
216918,1,0.82
216919,0,0.47
216920,0,0.27
216921,0,0.29
216922,0,0.23
216923,0,0.05
216924,0,0.03
216925,0,0.49
216926,0,0.2
216927,0,0.27
216928,0,0.09
216929,0,0.01
216930,0,0.07
216931,0,0.18
216932,0,0.04
216933,1,0.57
216934,0,0.09
216935,0,0.29
216936,0,0.18
216937,0,0.1
216938,1,0.52
216939,0,0.03
216940,1,0.53
216941,1,0.79
216942,0,0.07
216943,0,0.06
216944,0,0.41
216945,1,0.57
216946,1,0.64
216947,0,0.04
216948,0,0.14
216949,0,0.01
216950,0,0.26
216951,0,0.18
216952,0,0.16
216953,0,0.32
216954,0,0.05
216955,0,0.06
216956,0,0.33
216957,1,0.61
216958,0,0.18
216959,1,0.69
216960,0,0.03
216961,1,0.59
216962,0,0.28
216963,0,0.0
216964,0,0.34
216965,0,0.27
216966,1,0.68
216967,1,0.7
216968,1,0.88
216969,0,0.38
216970,0,0.02
216971,0,0.38
216972,0,0.07
216973,0,0.09
216974,0,0.33
216975,0,0.29
216976,1,0.59
216977,0,0.32
216978,0,0.2
216979,1,0.87
216980,1,0.87
216981,0,0.06
216982,0,0.0
216983,0,0.04
216984,0,0.45
216985,1,0.55
216986,0,0.31
216987,0,0.12
216988,0,0.0
216989,1,0.64
216990,0,0.34
216991,1,0.58
216992,0,0.08
216993,0,0.23
216994,0,0.35
216995,0,0.01
216996,0,0.32
216997,1,0.57
216998,0,0.05
216999,0,0.08
217000,0,0.03
217001,1,0.7
217002,0,0.1
217003,0,0.04
217004,0,0.17
217005,1,0.55
217006,1,0.55
217007,0,0.38
217008,0,0.45
217009,0,0.18
217010,1,0.57
217011,0,0.02
217012,1,0.77
217013,0,0.1
217014,0,0.08
217015,0,0.2
217016,1,0.81
217017,0,0.1
217018,0,0.27
217019,0,0.24
217020,1,0.52
217021,0,0.44
217022,0,0.25
217023,0,0.0
217024,0,0.32
217025,0,0.01
217026,0,0.04
217027,0,0.21
217028,0,0.12
217029,1,0.8
217030,0,0.49
217031,0,0.32
217032,1,0.56
217033,0,0.02
217034,0,0.42
217035,0,0.25
217036,0,0.1
217037,0,0.38
217038,0,0.4
217039,0,0.11
217040,0,0.05
217041,0,0.4
217042,0,0.05
217043,0,0.45
217044,0,0.19
217045,0,0.47
217046,0,0.05
217047,0,0.16
217048,0,0.14
217049,0,0.03
217050,0,0.05
217051,0,0.18
217052,0,0.05
217053,0,0.27
217054,0,0.36
217055,0,0.38
217056,0,0.01
217057,0,0.15
217058,0,0.05
217059,0,0.33
217060,0,0.09
217061,1,0.79
217062,0,0.07
217063,1,0.83
217064,0,0.03
217065,1,0.56
217066,1,0.65
217067,0,0.23
217068,0,0.37
217069,0,0.1
217070,0,0.21
217071,1,0.65
217072,0,0.07
217073,1,0.82
217074,0,0.41
217075,0,0.05
217076,0,0.25
217077,0,0.47
217078,1,0.58
217079,0,0.02
217080,0,0.0
217081,1,0.6
217082,1,0.68
217083,0,0.08
217084,0,0.2
217085,0,0.0
217086,0,0.23
217087,0,0.27
217088,1,0.63
217089,0,0.44
217090,1,0.53
217091,1,0.62
217092,0,0.18
217093,1,0.72
217094,0,0.01
217095,0,0.02
217096,0,0.27
217097,0,0.23
217098,0,0.47
217099,0,0.13
217100,0,0.42
217101,0,0.26
217102,1,0.72
217103,0,0.22
217104,0,0.2
217105,0,0.16
217106,1,0.54
217107,0,0.32
217108,1,0.83
217109,0,0.28
217110,0,0.27
217111,0,0.09
217112,0,0.1
217113,0,0.11
217114,1,0.8
217115,0,0.09
217116,0,0.38
217117,0,0.01
217118,0,0.06
217119,0,0.12
217120,0,0.35
217121,0,0.21
217122,1,0.63
217123,0,0.16
217124,1,0.54
217125,0,0.49
217126,0,0.23
217127,0,0.02
217128,0,0.42
217129,0,0.02
217130,0,0.07
217131,0,0.38
217132,0,0.08
217133,0,0.31
217134,0,0.09
217135,1,0.54
217136,0,0.34
217137,0,0.05
217138,0,0.39
217139,0,0.26
217140,0,0.33
217141,0,0.01
217142,0,0.01
217143,0,0.06
217144,1,0.53
217145,0,0.13
217146,1,0.65
217147,0,0.05
217148,0,0.17
217149,0,0.28
217150,0,0.02
217151,0,0.31
217152,0,0.26
217153,0,0.25
217154,1,0.7
217155,0,0.22
217156,0,0.22
217157,0,0.46
217158,1,0.81
217159,0,0.09
217160,0,0.13
217161,0,0.11
217162,0,0.09
217163,1,0.69
217164,0,0.09
217165,0,0.01
217166,0,0.07
217167,0,0.24
217168,1,0.68
217169,0,0.02
217170,0,0.03
217171,1,0.65
217172,1,0.66
217173,0,0.11
217174,0,0.06
217175,0,0.38
217176,1,0.75
217177,1,0.79
217178,0,0.2
217179,0,0.12
217180,0,0.34
217181,1,0.62
217182,0,0.3
217183,0,0.06
217184,0,0.22
217185,0,0.14
217186,0,0.41
217187,0,0.02
217188,0,0.2
217189,1,0.63
217190,0,0.1
217191,0,0.23
217192,0,0.05
217193,1,0.52
217194,0,0.31
217195,0,0.04
217196,0,0.22
217197,1,0.73
217198,0,0.09
217199,0,0.22
217200,0,0.28
217201,0,0.17
217202,0,0.17
217203,0,0.22
217204,0,0.01
217205,0,0.05
217206,0,0.05
217207,0,0.43
217208,0,0.43
217209,0,0.21
217210,0,0.23
217211,0,0.03
217212,1,0.69
217213,0,0.39
217214,0,0.18
217215,0,0.08
217216,0,0.39
217217,1,0.59
217218,0,0.02
217219,0,0.03
217220,0,0.18
217221,0,0.1
217222,0,0.35
217223,0,0.05
217224,0,0.08
217225,0,0.48
217226,0,0.25
217227,0,0.11
217228,0,0.21
217229,1,0.81
217230,0,0.47
217231,0,0.21
217232,0,0.02
217233,0,0.0
217234,0,0.35
217235,0,0.14
217236,0,0.28
217237,1,0.6
217238,0,0.2
217239,0,0.01
217240,0,0.25
217241,0,0.02
217242,0,0.19
217243,1,0.55
217244,0,0.41
217245,0,0.29
217246,0,0.03
217247,0,0.05
217248,0,0.04
217249,0,0.01
217250,0,0.01
217251,0,0.14
217252,1,0.57
217253,0,0.34
217254,0,0.02
217255,0,0.22
217256,0,0.0
217257,1,0.89
217258,0,0.21
217259,0,0.01
217260,0,0.1
217261,0,0.22
217262,1,0.8
217263,0,0.0
217264,0,0.35
217265,0,0.01
217266,0,0.01
217267,1,0.55
217268,0,0.02
217269,1,0.78
217270,0,0.21
217271,0,0.24
217272,0,0.24
217273,0,0.45
217274,0,0.18
217275,0,0.5
217276,0,0.07
217277,0,0.3
217278,0,0.1
217279,0,0.02
217280,0,0.05
217281,0,0.11
217282,0,0.01
217283,1,0.65
217284,0,0.38
217285,0,0.23
217286,1,0.6
217287,0,0.37
217288,0,0.25
217289,0,0.07
217290,0,0.27
217291,0,0.01
217292,0,0.09
217293,0,0.0
217294,0,0.13
217295,0,0.09
217296,0,0.1
217297,0,0.04
217298,0,0.04
217299,0,0.2
217300,0,0.04
217301,0,0.32
217302,0,0.35
217303,0,0.26
217304,0,0.08
217305,1,0.51
217306,0,0.23
217307,0,0.17
217308,0,0.02
217309,0,0.07
217310,1,0.76
217311,0,0.29
217312,0,0.07
217313,1,0.61
217314,0,0.01
217315,0,0.3
217316,1,0.53
217317,0,0.41
217318,0,0.17
217319,0,0.05
217320,0,0.13
217321,0,0.26
217322,0,0.1
217323,0,0.09
217324,0,0.48
217325,0,0.1
217326,0,0.15
217327,0,0.07
217328,0,0.01
217329,0,0.22
217330,0,0.06
217331,0,0.12
217332,0,0.19
217333,0,0.15
217334,1,0.56
217335,1,0.74
217336,0,0.15
217337,1,0.71
217338,0,0.13
217339,0,0.32
217340,0,0.16
217341,0,0.12
217342,0,0.19
217343,1,0.56
217344,0,0.19
217345,0,0.26
217346,0,0.03
217347,0,0.38
217348,0,0.09
217349,0,0.0
217350,0,0.39
217351,0,0.04
217352,0,0.0
217353,0,0.12
217354,0,0.29
217355,0,0.08
217356,0,0.08
217357,1,0.57
217358,1,0.6
217359,0,0.02
217360,0,0.5
217361,0,0.06
217362,0,0.08
217363,0,0.31
217364,0,0.1
217365,0,0.0
217366,1,0.52
217367,0,0.18
217368,1,0.81
217369,1,0.62
217370,0,0.04
217371,0,0.17
217372,1,0.59
217373,1,0.78
217374,0,0.24
217375,0,0.2
217376,0,0.05
217377,0,0.38
217378,1,0.64
217379,0,0.35
217380,0,0.12
217381,0,0.39
217382,0,0.07
217383,0,0.38
217384,0,0.25
217385,0,0.41
217386,0,0.0
217387,0,0.19
217388,0,0.08
217389,0,0.06
217390,0,0.28
217391,0,0.01
217392,0,0.07
217393,1,0.52
217394,0,0.01
217395,0,0.42
217396,0,0.34
217397,0,0.07
217398,0,0.07
217399,1,0.84
217400,0,0.27
217401,0,0.03
217402,0,0.48
217403,0,0.18
217404,0,0.06
217405,0,0.41
217406,0,0.38
217407,0,0.44
217408,0,0.06
217409,0,0.21
217410,0,0.22
217411,0,0.07
217412,0,0.21
217413,0,0.11
217414,1,0.54
217415,0,0.42
217416,0,0.16
217417,1,0.82
217418,0,0.06
217419,0,0.05
217420,0,0.11
217421,0,0.14
217422,0,0.22
217423,1,0.53
217424,0,0.03
217425,0,0.09
217426,1,0.6
217427,0,0.01
217428,0,0.11
217429,0,0.36
217430,0,0.43
217431,1,0.76
217432,0,0.15
217433,0,0.07
217434,0,0.03
217435,0,0.13
217436,0,0.22
217437,0,0.44
217438,0,0.5
217439,0,0.01
217440,0,0.43
217441,0,0.29
217442,1,0.53
217443,0,0.01
217444,0,0.28
217445,0,0.09
217446,0,0.47
217447,0,0.08
217448,0,0.13
217449,1,0.65
217450,0,0.37
217451,0,0.01
217452,1,0.72
217453,1,0.55
217454,0,0.47
217455,0,0.4
217456,0,0.01
217457,0,0.4
217458,0,0.13
217459,1,0.68
217460,0,0.27
217461,0,0.32
217462,0,0.14
217463,0,0.4
217464,0,0.18
217465,0,0.14
217466,0,0.25
217467,0,0.19
217468,0,0.11
217469,0,0.0
217470,0,0.24
217471,1,0.65
217472,0,0.25
217473,1,0.58
217474,0,0.02
217475,0,0.16
217476,0,0.24
217477,0,0.09
217478,0,0.28
217479,0,0.04
217480,0,0.04
217481,0,0.21
217482,0,0.2
217483,0,0.32
217484,0,0.19
217485,0,0.05
217486,0,0.38
217487,0,0.02
217488,0,0.08
217489,0,0.24
217490,0,0.08
217491,0,0.11
217492,0,0.38
217493,0,0.4
217494,0,0.32
217495,0,0.38
217496,1,0.57
217497,0,0.11
217498,0,0.18
217499,0,0.29
217500,0,0.17
217501,0,0.48
217502,0,0.29
217503,0,0.32
217504,0,0.21
217505,0,0.28
217506,0,0.02
217507,1,0.83
217508,0,0.27
217509,0,0.49
217510,0,0.04
217511,0,0.27
217512,0,0.0
217513,0,0.22
217514,0,0.03
217515,0,0.22
217516,0,0.19
217517,0,0.01
217518,0,0.2
217519,0,0.11
217520,0,0.23
217521,0,0.15
217522,0,0.25
217523,1,0.51
217524,0,0.21
217525,0,0.23
217526,0,0.07
217527,0,0.02
217528,0,0.01
217529,0,0.1
217530,1,0.54
217531,0,0.04
217532,0,0.25
217533,1,0.65
217534,0,0.0
217535,0,0.14
217536,0,0.39
217537,0,0.09
217538,0,0.24
217539,0,0.41
217540,0,0.01
217541,1,0.69
217542,0,0.16
217543,0,0.2
217544,0,0.0
217545,0,0.07
217546,0,0.47
217547,0,0.06
217548,0,0.35
217549,0,0.17
217550,1,0.57
217551,0,0.08
217552,1,0.91
217553,0,0.42
217554,0,0.11
217555,0,0.07
217556,0,0.02
217557,0,0.05
217558,0,0.38
217559,0,0.05
217560,0,0.18
217561,0,0.14
217562,0,0.1
217563,0,0.02
217564,0,0.2
217565,1,0.78
217566,0,0.16
217567,1,0.53
217568,0,0.27
217569,1,0.57
217570,0,0.15
217571,0,0.23
217572,0,0.25
217573,0,0.0
217574,0,0.17
217575,0,0.21
217576,0,0.08
217577,0,0.3
217578,0,0.2
217579,0,0.22
217580,0,0.29
217581,0,0.15
217582,0,0.1
217583,0,0.21
217584,0,0.08
217585,0,0.33
217586,0,0.33
217587,1,0.82
217588,0,0.16
217589,0,0.39
217590,0,0.02
217591,1,0.59
217592,0,0.03
217593,1,0.73
217594,0,0.29
217595,0,0.22
217596,0,0.3
217597,0,0.2
217598,0,0.36
217599,1,0.53
217600,0,0.07
217601,0,0.3
217602,0,0.23
217603,0,0.05
217604,0,0.38
217605,0,0.14
217606,0,0.09
217607,0,0.36
217608,0,0.06
217609,0,0.13
217610,0,0.3
217611,0,0.29
217612,0,0.21
217613,0,0.1
217614,0,0.06
217615,0,0.25
217616,1,0.68
217617,0,0.02
217618,1,0.82
217619,0,0.24
217620,0,0.09
217621,1,0.57
217622,0,0.12
217623,0,0.08
217624,0,0.2
217625,0,0.03
217626,0,0.26
217627,1,0.79
217628,0,0.2
217629,0,0.09
217630,0,0.07
217631,0,0.26
217632,0,0.09
217633,0,0.23
217634,0,0.32
217635,0,0.37
217636,0,0.3
217637,0,0.27
217638,0,0.24
217639,0,0.27
217640,0,0.11
217641,0,0.09
217642,0,0.09
217643,0,0.02
217644,0,0.29
217645,0,0.34
217646,0,0.27
217647,1,0.86
217648,0,0.13
217649,0,0.13
217650,0,0.22
217651,0,0.12
217652,0,0.17
217653,0,0.04
217654,0,0.02
217655,1,0.7
217656,0,0.09
217657,0,0.07
217658,0,0.06
217659,0,0.46
217660,1,0.65
217661,0,0.03
217662,1,0.79
217663,0,0.24
217664,0,0.06
217665,0,0.3
217666,0,0.11
217667,0,0.3
217668,0,0.27
217669,0,0.13
217670,0,0.17
217671,0,0.19
217672,0,0.07
217673,0,0.07
217674,0,0.24
217675,0,0.27
217676,0,0.05
217677,0,0.13
217678,0,0.35
217679,0,0.48
217680,0,0.1
217681,0,0.05
217682,0,0.03
217683,0,0.48
217684,0,0.14
217685,0,0.13
217686,0,0.1
217687,0,0.04
217688,1,0.52
217689,0,0.26
217690,0,0.02
217691,0,0.23
217692,0,0.28
217693,0,0.23
217694,0,0.46
217695,0,0.13
217696,0,0.43
217697,0,0.12
217698,0,0.01
217699,0,0.39
217700,0,0.25
217701,0,0.06
217702,0,0.36
217703,0,0.23
217704,0,0.06
217705,0,0.13
217706,0,0.23
217707,0,0.02
217708,0,0.08
217709,0,0.36
217710,0,0.18
217711,0,0.31
217712,0,0.48
217713,0,0.42
217714,0,0.21
217715,0,0.11
217716,0,0.16
217717,0,0.02
217718,0,0.02
217719,1,0.54
217720,0,0.13
217721,1,0.64
217722,0,0.05
217723,0,0.05
217724,1,0.54
217725,0,0.1
217726,0,0.27
217727,0,0.5
217728,1,0.56
217729,0,0.11
217730,0,0.26
217731,0,0.42
217732,0,0.04
217733,1,0.62
217734,0,0.3
217735,0,0.03
217736,0,0.07
217737,0,0.03
217738,0,0.17
217739,0,0.17
217740,0,0.08
217741,0,0.04
217742,0,0.34
217743,0,0.02
217744,0,0.32
217745,0,0.18
217746,0,0.19
217747,0,0.34
217748,1,0.51
217749,0,0.19
217750,0,0.17
217751,0,0.49
217752,0,0.02
217753,0,0.36
217754,0,0.0
217755,0,0.47
217756,0,0.03
217757,0,0.13
217758,0,0.14
217759,0,0.03
217760,0,0.37
217761,0,0.27
217762,0,0.48
217763,0,0.14
217764,0,0.31
217765,0,0.15
217766,0,0.02
217767,0,0.23
217768,0,0.02
217769,0,0.06
217770,0,0.18
217771,1,0.76
217772,1,0.78
217773,1,0.66
217774,1,0.62
217775,0,0.08
217776,0,0.15
217777,1,0.66
217778,0,0.05
217779,1,0.63
217780,0,0.06
217781,0,0.25
217782,0,0.12
217783,0,0.11
217784,0,0.06
217785,1,0.81
217786,0,0.22
217787,0,0.19
217788,0,0.03
217789,0,0.18
217790,0,0.29
217791,0,0.01
217792,1,0.62
217793,0,0.32
217794,0,0.0
217795,0,0.17
217796,0,0.17
217797,0,0.24
217798,0,0.15
217799,0,0.15
217800,0,0.2
217801,0,0.22
217802,0,0.43
217803,0,0.07
217804,1,0.67
217805,0,0.3
217806,0,0.06
217807,0,0.04
217808,0,0.03
217809,0,0.2
217810,0,0.01
217811,0,0.2
217812,0,0.23
217813,0,0.23
217814,0,0.18
217815,1,0.59
217816,0,0.09
217817,0,0.14
217818,0,0.11
217819,0,0.28
217820,0,0.37
217821,0,0.4
217822,0,0.27
217823,1,0.58
217824,0,0.07
217825,0,0.23
217826,0,0.07
217827,0,0.17
217828,0,0.34
217829,0,0.31
217830,0,0.36
217831,0,0.12
217832,0,0.27
217833,1,0.62
217834,0,0.06
217835,0,0.13
217836,0,0.24
217837,0,0.09
217838,0,0.08
217839,1,0.63
217840,0,0.06
217841,0,0.24
217842,0,0.03
217843,0,0.19
217844,0,0.11
217845,0,0.32
217846,1,0.81
217847,0,0.08
217848,0,0.01
217849,0,0.02
217850,0,0.07
217851,0,0.04
217852,0,0.19
217853,0,0.37
217854,0,0.05
217855,1,0.85
217856,0,0.05
217857,0,0.47
217858,1,0.57
217859,0,0.26
217860,0,0.09
217861,0,0.03
217862,0,0.44
217863,0,0.35
217864,0,0.04
217865,0,0.06
217866,0,0.27
217867,0,0.03
217868,0,0.3
217869,0,0.28
217870,0,0.02
217871,0,0.15
217872,0,0.03
217873,1,0.58
217874,0,0.11
217875,0,0.36
217876,0,0.15
217877,0,0.18
217878,0,0.36
217879,0,0.08
217880,0,0.03
217881,0,0.27
217882,0,0.08
217883,1,0.68
217884,0,0.08
217885,0,0.17
217886,0,0.21
217887,0,0.3
217888,0,0.3
217889,0,0.04
217890,1,0.78
217891,0,0.07
217892,1,0.54
217893,0,0.27
217894,0,0.2
217895,1,0.67
217896,0,0.38
217897,0,0.08
217898,0,0.08
217899,1,0.85
217900,0,0.3
217901,0,0.28
217902,0,0.29
217903,0,0.11
217904,0,0.0
217905,0,0.09
217906,0,0.04
217907,0,0.07
217908,0,0.07
217909,0,0.19
217910,0,0.1
217911,0,0.34
217912,0,0.04
217913,0,0.26
217914,0,0.12
217915,1,0.6
217916,1,0.82
217917,0,0.01
217918,0,0.2
217919,0,0.06
217920,0,0.06
217921,0,0.31
217922,0,0.02
217923,0,0.19
217924,0,0.19
217925,0,0.34
217926,0,0.01
217927,0,0.07
217928,0,0.03
217929,0,0.14
217930,0,0.02
217931,0,0.14
217932,0,0.11
217933,0,0.33
217934,0,0.04
217935,1,0.73
217936,0,0.02
217937,0,0.34
217938,0,0.01
217939,1,0.67
217940,0,0.33
217941,0,0.14
217942,0,0.41
217943,0,0.05
217944,0,0.48
217945,0,0.16
217946,0,0.16
217947,0,0.03
217948,0,0.32
217949,0,0.16
217950,0,0.35
217951,1,0.77
217952,0,0.13
217953,0,0.04
217954,0,0.26
217955,0,0.27
217956,0,0.43
217957,0,0.13
217958,1,0.66
217959,0,0.22
217960,1,0.76
217961,0,0.22
217962,0,0.4
217963,0,0.33
217964,0,0.24
217965,0,0.18
217966,1,0.64
217967,0,0.16
217968,0,0.5
217969,0,0.3
217970,0,0.15
217971,0,0.22
217972,0,0.49
217973,1,0.55
217974,0,0.38
217975,0,0.35
217976,0,0.03
217977,0,0.24
217978,0,0.32
217979,0,0.03
217980,0,0.33
217981,0,0.12
217982,0,0.19
217983,0,0.01
217984,0,0.04
217985,0,0.27
217986,1,0.52
217987,0,0.11
217988,0,0.23
217989,0,0.24
217990,0,0.08
217991,0,0.24
217992,0,0.36
217993,0,0.05
217994,0,0.03
217995,0,0.06
217996,0,0.13
217997,0,0.2
217998,0,0.31
217999,1,0.57
218000,0,0.11
218001,1,0.68
218002,1,0.64
218003,1,0.51
218004,0,0.36
218005,0,0.19
218006,0,0.26
218007,1,0.51
218008,0,0.23
218009,0,0.02
218010,0,0.26
218011,0,0.02
218012,0,0.15
218013,0,0.4
218014,0,0.05
218015,0,0.09
218016,0,0.23
218017,0,0.0
218018,0,0.04
218019,0,0.05
218020,1,0.75
218021,0,0.16
218022,0,0.41
218023,1,0.6
218024,0,0.06
218025,0,0.24
218026,0,0.1
218027,0,0.13
218028,0,0.34
218029,0,0.17
218030,0,0.23
218031,0,0.2
218032,0,0.36
218033,1,0.63
218034,0,0.08
218035,0,0.34
218036,0,0.01
218037,1,0.57
218038,0,0.44
218039,0,0.31
218040,0,0.01
218041,1,0.76
218042,0,0.29
218043,0,0.17
218044,0,0.1
218045,0,0.17
218046,0,0.0
218047,0,0.09
218048,0,0.38
218049,0,0.43
218050,0,0.27
218051,0,0.04
218052,0,0.22
218053,0,0.02
218054,0,0.1
218055,1,0.66
218056,0,0.05
218057,0,0.02
218058,1,0.61
218059,0,0.41
218060,0,0.34
218061,0,0.01
